RMSE,MAE,MAPE,MASE,model,variant,window,cutoff,item_id,n
20223.42743867775,18817.150538150727,25.576125273041008,1.8641083461229608,timesfm,xreg_static,2,-18,cucumber_bdadagi_ea100_mid,3
25617.92362907619,23757.19719157556,21.001139505128773,1.6504611160537968,timesfm,xreg_static,2,-18,cucumber_bdadagi_ea100_premium,3
395.40568577015335,276.8863591816312,5.9873792390485105,0.5512481165016043,timesfm,xreg_static,2,-18,garlic_chive_bundle500g_high,3
136.00818192537793,118.24115566732796,4.297818359473671,0.3572475024451989,timesfm,xreg_static,2,-18,garlic_chive_bundle500g_low,3
355.4785035412761,277.3205644268808,7.5633225881543185,0.6451477932179732,timesfm,xreg_static,2,-18,garlic_chive_bundle500g_mid,3
1973.1047651694146,1710.767761363714,12.147557549645475,0.499672773925107,timesfm,xreg_static,2,-18,honewort_kg4_high,3
902.5476903047784,805.1429938062847,7.293577423334187,0.27162853534301873,timesfm,xreg_static,2,-18,honewort_kg4_low,3
1400.4000142593115,1177.1329899731165,9.29245498804041,0.35922164428215436,timesfm,xreg_static,2,-18,honewort_kg4_mid,3
752.1207247130992,688.6166332980835,7.996897504415832,0.4657727391035335,timesfm,xreg_static,2,-18,napa_cabbage_net10kg_high,3
711.8304448274414,674.6204742957143,11.813723491472212,0.7599713737336019,timesfm,xreg_static,2,-18,napa_cabbage_net10kg_low,3
565.0809697937991,464.96600114277953,6.4948394399020986,0.3834775101713316,timesfm,xreg_static,2,-18,napa_cabbage_net10kg_mid,3
563.3396729089253,459.3960696716179,4.247939507072367,0.2647985742803657,timesfm,xreg_static,2,-18,napa_cabbage_net10kg_premium,3
62.44287369080438,51.96617576031588,4.990961473166474,0.5446434568630738,timesfm,xreg_static,2,-18,onion_kg1_high,3
48.44976921841785,44.928044874209796,7.420310245565374,0.4816140844588291,timesfm,xreg_static,2,-18,onion_kg1_low,3
37.86081739497556,36.864504592944094,4.15761045079667,0.4042794000373527,timesfm,xreg_static,2,-18,onion_kg1_mid,3
76.08936064204492,67.9044361380035,5.466938157394685,0.5928863025235126,timesfm,xreg_static,2,-18,onion_kg1_premium,3
1626.7238386036993,1352.4420617961634,3.3526672799561146,0.2641379675479774,timesfm,xreg_static,2,-18,perilla_leaf_bunch100_high,3
4267.235740221714,4251.419746849067,15.595908613160066,1.1406839977231582,timesfm,xreg_static,2,-18,perilla_leaf_bunch100_low,3
1740.5534633995956,1694.1998931560302,4.824898388955784,0.3716937687388089,timesfm,xreg_static,2,-18,perilla_leaf_bunch100_mid,3
2185.7340820307745,1983.6534030735831,3.1483055131543063,0.429112037596636,timesfm,xreg_static,2,-18,potato_sumi_box20kg_high,3
1252.2646567273946,830.6977114873262,3.035230614804579,0.29342396190790504,timesfm,xreg_static,2,-18,potato_sumi_box20kg_low,3
6557.173442759129,6107.742021933486,12.339793162089956,1.5721207158369468,timesfm,xreg_static,2,-18,potato_sumi_box20kg_mid,3
2022.4542632987668,1791.4438390187108,2.719226584415298,0.3003763852015888,timesfm,xreg_static,2,-18,potato_sumi_box20kg_premium,3
5256.318538683176,4237.0455331532685,19.593553114199146,1.074339188334898,timesfm,xreg_static,2,-18,spinach_box4kg_high,3
2346.799732975103,2262.9974422500145,17.33921929820773,1.0531674169231706,timesfm,xreg_static,2,-18,spinach_box4kg_low,3
2455.1900142121326,2144.6702067655515,12.97477849628489,0.7104250161699208,timesfm,xreg_static,2,-18,spinach_box4kg_mid,3
1697.599974378409,1415.9270793846736,4.898663396677716,0.5368042673475695,timesfm,xreg_static,2,-18,sweetpotato_box10kg_high,3
1005.2279119132035,944.5963913195847,9.330882782606288,0.58301434747854,timesfm,xreg_static,2,-18,sweetpotato_box10kg_low,3
956.6594363475501,818.6407006467598,4.0550023798700865,0.38740986919078113,timesfm,xreg_static,2,-18,sweetpotato_box10kg_mid,3
2760.242395274241,2344.87447315745,6.239306225769616,0.5354789405644894,timesfm,xreg_static,2,-18,sweetpotato_box10kg_premium,3
9878.428272498175,8510.05317845053,13.136745834413546,1.4307848548946729,timesfm,xreg_static,3,-33,apple_fuji_box10kg_high,3
1092.567166438449,1077.6569061958653,3.9586494699321477,0.3132854223705388,timesfm,xreg_static,3,-33,apple_fuji_box10kg_low,3
2976.6490467847516,2136.440935257158,5.031988540010033,0.4775446632519147,timesfm,xreg_static,3,-33,apple_fuji_box10kg_mid,3
5849.604738895127,4776.5166098727495,3.2998793202227032,0.5007143116878398,timesfm,xreg_static,3,-33,apple_fuji_box10kg_premium,3
385.89715806797716,310.0887754858768,5.479419420059223,0.2092202702358122,timesfm,xreg_static,3,-33,cabbage_net8kg_high,3
393.6075606612171,373.65387966192094,16.626153617095106,0.3656825268387594,timesfm,xreg_static,3,-33,cabbage_net8kg_low,3
239.23928039584632,200.76984393306034,5.259624582261696,0.15126523580390439,timesfm,xreg_static,3,-33,cabbage_net8kg_mid,3
633.2076386649081,540.7373649878658,6.102068972545541,0.33636618197032275,timesfm,xreg_static,3,-33,cabbage_net8kg_premium,3
1099.5596827699726,836.1970480281403,3.647071871125953,0.1847577625170886,timesfm,xreg_static,3,-33,carrot_box20kg_high,3
385.15073716775765,348.1355743887537,2.625973854645259,0.0963320509573752,timesfm,xreg_static,3,-33,carrot_box20kg_low,3
